ckpt_name,epoch,step,avg_loss,acc_mean,acc_median,acc_std,lr,huber_loss_delta
ckpt_e1_s1000.safetensors,1,1000,135.975698,15.468946,15.383493,2.997802,0.00001000,37.776606
ckpt_e1_s2000.safetensors,1,2000,133.887249,15.456492,15.336823,3.065119,0.00001000,37.776606
ckpt_e1_s3000.safetensors,1,3000,132.962403,15.400870,15.301477,3.101179,0.00001000,37.776606
ckpt_e1_s4000.safetensors,1,4000,132.402462,15.447481,15.345141,3.134624,0.00001000,37.776606
ckpt_e1_s5000.safetensors,1,5000,132.003567,15.374572,15.270942,3.062294,0.00001000,37.776606
ckpt_e1_s6000.safetensors,1,6000,131.706899,15.382175,15.278580,3.017800,0.00001000,37.776606
ckpt_e1_s7000.safetensors,1,7000,131.470439,15.383141,15.280684,3.161207,0.00001000,37.776606
ckpt_e1_s8000.safetensors,1,8000,131.278522,15.367743,15.278704,3.088477,0.00001000,37.776606
ckpt_e1_s9000.safetensors,1,9000,131.126154,15.347103,15.278259,3.025751,0.00001000,37.776606
ckpt_e1_s10000.safetensors,1,10000,130.967449,15.339682,15.278566,3.111037,0.00001000,37.776606
ckpt_e1_s11000.safetensors,1,11000,130.793291,15.329630,15.336998,3.114955,0.00001000,37.776606
ckpt_e1_s12000.safetensors,1,12000,130.589878,15.256028,15.314937,3.117503,0.00001000,37.776606
ckpt_e1_s13000.safetensors,1,13000,130.396033,15.238725,15.301406,3.141687,0.00001000,37.776606
ckpt_e1_s14000.safetensors,1,14000,130.213580,15.253595,15.312181,3.174181,0.00000999,37.776606
ckpt_e1_s15000.safetensors,1,15000,130.042788,15.244380,15.308722,3.143379,0.00000999,37.776606
ckpt_e1_s16000.safetensors,1,16000,129.893007,15.230992,15.292082,3.139144,0.00000999,37.776606
ckpt_e1_s17000.safetensors,1,17000,129.760655,15.255830,15.321327,3.215397,0.00000999,37.776606
ckpt_e1_s18000.safetensors,1,18000,129.627620,15.275990,15.327280,3.257552,0.00000999,37.776606
ckpt_e1_s19000.safetensors,1,19000,129.514973,15.225825,15.262144,3.131161,0.00000999,37.776606
ckpt_e1_s20000.safetensors,1,20000,129.417287,15.224024,15.283152,3.199927,0.00000999,37.776606
ckpt_e1_s21000.safetensors,1,21000,129.327661,15.234693,15.278444,3.252566,0.00000999,37.776606
ckpt_e1_s22000.safetensors,1,22000,129.240149,15.227476,15.285610,3.153167,0.00000999,37.776606
ckpt_e1_s23000.safetensors,1,23000,129.157615,15.234925,15.268848,3.160162,0.00000999,37.776606
ckpt_e1_s24000.safetensors,1,24000,129.084622,15.242104,15.285797,3.218758,0.00000998,37.776606
ckpt_e1_s25000.safetensors,1,25000,129.012916,15.224240,15.283867,3.202624,0.00000998,37.776606
ckpt_e1_s26000.safetensors,1,26000,128.949699,15.224425,15.277678,3.220674,0.00000998,37.776606
ckpt_e1_s27000.safetensors,1,27000,128.889368,15.261618,15.308266,3.248897,0.00000998,37.776606
ckpt_e1_s28000.safetensors,1,28000,128.833468,15.222852,15.256251,3.174906,0.00000998,37.776606
