ckpt_name,epoch,step,loss_test,loss_val,acc_mean,acc_median,acc_std,acc_tail,lr
ckpt_e238_s92820.safetensors,238,92820,29.556256,32.068493,3.032485,1.906717,3.430313,2.718162,0.00006016
ckpt_e239_s93210.safetensors,239,93210,28.669616,32.094401,3.035009,1.911299,3.431963,2.715846,0.00005989
ckpt_e240_s93600.safetensors,240,93600,28.773882,32.168778,3.066176,1.946306,3.418781,2.761533,0.00005962
ckpt_e241_s93990.safetensors,241,93990,32.418511,31.893983,3.014365,1.891054,3.424186,2.694598,0.00005934
ckpt_e242_s94380.safetensors,242,94380,32.635089,32.122713,3.039731,1.914540,3.432223,2.720862,0.00005907
ckpt_e243_s94770.safetensors,243,94770,32.727131,31.924139,3.026129,1.905933,3.422200,2.716462,0.00005879
ckpt_e244_s95160.safetensors,244,95160,31.835033,32.061667,3.029264,1.898245,3.430533,2.708836,0.00005852
ckpt_e245_s95550.safetensors,245,95550,32.078740,31.835721,3.017616,1.898988,3.416891,2.702803,0.00005824
ckpt_e246_s95940.safetensors,246,95940,32.750628,32.008695,3.042158,1.923713,3.420301,2.728119,0.00005797
ckpt_e247_s96330.safetensors,247,96330,32.018656,32.816055,3.131793,1.963692,3.441726,2.837398,0.00005769
ckpt_e248_s96720.safetensors,248,96720,32.237379,31.878765,3.010554,1.886127,3.427750,2.682381,0.00005742
ckpt_e249_s97110.safetensors,249,97110,32.021315,31.806429,3.026556,1.913361,3.408985,2.709093,0.00005714
ckpt_e250_s97500.safetensors,250,97500,32.130247,31.974962,3.039546,1.917303,3.416070,2.721143,0.00005687
ckpt_e251_s97890.safetensors,251,97890,32.648900,31.820209,3.011766,1.892198,3.420272,2.685808,0.00005659
ckpt_e252_s98280.safetensors,252,98280,32.453788,31.861720,3.013588,1.891047,3.422656,2.684798,0.00005632
ckpt_e253_s98670.safetensors,253,98670,33.182379,31.954273,3.039108,1.919608,3.417116,2.724684,0.00005604
ckpt_e254_s99060.safetensors,254,99060,33.179232,31.956919,3.047847,1.929228,3.413217,2.737470,0.00005577
ckpt_e255_s99450.safetensors,255,99450,32.423801,31.792183,3.018228,1.898239,3.414523,2.704363,0.00005549
ckpt_e256_s99840.safetensors,256,99840,32.987940,31.749985,3.017607,1.901189,3.409719,2.697725,0.00005522
ckpt_e257_s100230.safetensors,257,100230,30.033052,31.707503,3.024333,1.913870,3.397955,2.708863,0.00005494
ckpt_e258_s100620.safetensors,258,100620,29.846907,31.719797,3.008774,1.891868,3.412378,2.685577,0.00005467
ckpt_e259_s101010.safetensors,259,101010,29.073027,31.935602,3.022127,1.899034,3.425390,2.701200,0.00005439
ckpt_e260_s101400.safetensors,260,101400,28.917469,32.008575,3.052396,1.921880,3.411673,2.739383,0.00005411
ckpt_e261_s101790.safetensors,261,101790,29.153304,31.845979,3.027637,1.907946,3.413712,2.703095,0.00005384
ckpt_e262_s102180.safetensors,262,102180,28.491597,31.739666,3.015686,1.902278,3.408236,2.691298,0.00005356
ckpt_e263_s102570.safetensors,263,102570,28.913517,31.860682,3.012798,1.888762,3.424695,2.689892,0.00005329
ckpt_e264_s102960.safetensors,264,102960,29.038918,31.816506,3.030520,1.912920,3.405920,2.708074,0.00005301
ckpt_e265_s103350.safetensors,265,103350,31.525790,31.703260,3.024369,1.909269,3.400031,2.701862,0.00005274
ckpt_e266_s103740.safetensors,266,103740,32.506792,31.694969,3.026517,1.912329,3.396463,2.709574,0.00005246
ckpt_e267_s104130.safetensors,267,104130,32.066191,31.623654,3.014546,1.907049,3.399643,2.688613,0.00005219
ckpt_e268_s104520.safetensors,268,104520,31.656177,31.674228,3.012130,1.897786,3.404305,2.685413,0.00005191
ckpt_e269_s104910.safetensors,269,104910,32.415298,31.683494,3.013902,1.898608,3.405440,2.689839,0.00005164
ckpt_e270_s105300.safetensors,270,105300,32.146230,31.642000,3.017193,1.903786,3.397798,2.696794,0.00005136
ckpt_e271_s105690.safetensors,271,105690,31.141175,31.835921,3.043702,1.931638,3.400503,2.730469,0.00005109
ckpt_e272_s106080.safetensors,272,106080,32.152244,31.593925,3.012261,1.902182,3.397823,2.680045,0.00005081
ckpt_e273_s106470.safetensors,273,106470,33.384037,31.598165,3.020983,1.911834,3.391465,2.700968,0.00005054
ckpt_e274_s106860.safetensors,274,106860,32.046095,31.625619,3.027361,1.916821,3.388886,2.709629,0.00005027
ckpt_e275_s107250.safetensors,275,107250,32.353274,31.589379,3.009818,1.899076,3.398098,2.684876,0.00004999
ckpt_e276_s107640.safetensors,276,107640,31.563890,31.554823,3.010185,1.898759,3.395255,2.684376,0.00004972
ckpt_e277_s108030.safetensors,277,108030,31.827139,31.622114,3.010914,1.895855,3.402092,2.680193,0.00004944
ckpt_e278_s108420.safetensors,278,108420,32.847547,31.841844,3.063027,1.952810,3.386243,2.751756,0.00004917
ckpt_e279_s108810.safetensors,279,108810,31.740232,31.510636,3.010263,1.902972,3.391817,2.684998,0.00004890
ckpt_e280_s109200.safetensors,280,109200,32.473875,31.567974,3.008542,1.900934,3.397584,2.681140,0.00004862
ckpt_e281_s109590.safetensors,281,109590,29.161569,31.529497,3.004577,1.895363,3.395570,2.678174,0.00004835
ckpt_e282_s109980.safetensors,282,109980,29.322675,31.611266,3.011452,1.897753,3.398671,2.689839,0.00004808
ckpt_e283_s110370.safetensors,283,110370,28.705826,31.593242,3.017611,1.901553,3.393154,2.690772,0.00004781
ckpt_e284_s110760.safetensors,284,110760,29.094564,31.610273,3.023190,1.910297,3.392169,2.701913,0.00004754
ckpt_e285_s111150.safetensors,285,111150,29.040026,31.830282,3.030869,1.912082,3.408692,2.710927,0.00004726
ckpt_e286_s111540.safetensors,286,111540,29.179720,31.653300,3.028356,1.917956,3.393727,2.709857,0.00004699
ckpt_e287_s111930.safetensors,287,111930,28.835612,31.726683,3.043891,1.935389,3.391788,2.726926,0.00004672
ckpt_e288_s112320.safetensors,288,112320,28.512782,31.459562,2.997550,1.884134,3.393167,2.663161,0.00004645
ckpt_e289_s112710.safetensors,289,112710,32.543793,31.606526,3.033574,1.930018,3.385414,2.717994,0.00004618
ckpt_e290_s113100.safetensors,290,113100,31.615065,31.593568,3.022676,1.909494,3.388435,2.704449,0.00004591
ckpt_e291_s113490.safetensors,291,113490,31.909508,31.513990,3.001862,1.894893,3.395199,2.674129,0.00004564
ckpt_e292_s113880.safetensors,292,113880,30.732209,31.434651,2.996907,1.891039,3.390855,2.666056,0.00004537
ckpt_e293_s114270.safetensors,293,114270,32.085273,31.604310,3.001141,1.888844,3.407434,2.667346,0.00004510
ckpt_e294_s114660.safetensors,294,114660,33.514632,31.493443,3.013476,1.906285,3.385584,2.687091,0.00004483
ckpt_e295_s115050.safetensors,295,115050,32.279987,31.438916,3.005150,1.900633,3.386789,2.681860,0.00004457
ckpt_e296_s115440.safetensors,296,115440,30.606144,31.507440,3.001803,1.889197,3.395251,2.669628,0.00004430
ckpt_e297_s115830.safetensors,297,115830,32.527160,31.373598,2.998358,1.889887,3.385689,2.666198,0.00004403
ckpt_e298_s116220.safetensors,298,116220,32.553121,31.440882,3.008306,1.901283,3.383719,2.680658,0.00004376
ckpt_e299_s116610.safetensors,299,116610,32.047975,31.440765,3.002748,1.897958,3.389495,2.671919,0.00004350
ckpt_e300_s117000.safetensors,300,117000,30.689523,31.367145,2.996797,1.891032,3.384760,2.666086,0.00004323
ckpt_e301_s117390.safetensors,301,117390,33.094252,31.735483,3.072016,1.961387,3.372069,2.758787,0.00004296
ckpt_e302_s117780.safetensors,302,117780,32.114515,31.368114,2.995639,1.889664,3.385671,2.662988,0.00004270
ckpt_e303_s118170.safetensors,303,118170,32.183972,31.369911,3.009283,1.908392,3.378278,2.682257,0.00004243
ckpt_e304_s118560.safetensors,304,118560,31.440144,31.497356,3.013591,1.903479,3.385526,2.687169,0.00004217
ckpt_e305_s118950.safetensors,305,118950,29.101158,31.435569,3.010903,1.906784,3.383031,2.678445,0.00004191
ckpt_e306_s119340.safetensors,306,119340,30.566056,31.622486,3.049337,1.928351,3.373226,2.724339,0.00004164
ckpt_e307_s119730.safetensors,307,119730,28.646617,31.385870,3.004541,1.899856,3.381476,2.676076,0.00004138
ckpt_e308_s120120.safetensors,308,120120,28.484963,31.760387,3.072382,1.956717,3.368221,2.757151,0.00004112
ckpt_e309_s120510.safetensors,309,120510,28.973405,31.276091,2.991389,1.886063,3.380287,2.650929,0.00004086
ckpt_e310_s120900.safetensors,310,120900,28.392963,31.387767,2.998875,1.894654,3.386337,2.660796,0.00004059
ckpt_e311_s121290.safetensors,311,121290,28.458731,31.309252,2.994895,1.891702,3.380016,2.660722,0.00004033
ckpt_e312_s121680.safetensors,312,121680,29.758876,31.264088,3.000819,1.901195,3.372213,2.661021,0.00004007
ckpt_e313_s122070.safetensors,313,122070,32.151274,31.275810,3.003809,1.904903,3.370004,2.673937,0.00003981
ckpt_e314_s122460.safetensors,314,122460,32.154938,31.503057,3.008629,1.900276,3.391630,2.685411,0.00003955
ckpt_e315_s122850.safetensors,315,122850,32.978647,31.293547,2.998121,1.894658,3.376404,2.662359,0.00003930
ckpt_e316_s123240.safetensors,316,123240,30.879990,31.309183,2.999278,1.897330,3.375725,2.663696,0.00003904
ckpt_e317_s123630.safetensors,317,123630,29.470428,31.170844,2.987277,1.886884,3.373001,2.647264,0.00003878
ckpt_e318_s124020.safetensors,318,124020,31.414031,31.286425,3.000386,1.896781,3.372948,2.665819,0.00003852
ckpt_e319_s124410.safetensors,319,124410,30.556256,31.404578,3.007407,1.902460,3.379041,2.671877,0.00003827
ckpt_e320_s124800.safetensors,320,124800,31.002305,31.349059,2.995886,1.890700,3.383673,2.664469,0.00003801
ckpt_e321_s125190.safetensors,321,125190,31.948812,31.196456,2.997683,1.899776,3.367172,2.664449,0.00003776
ckpt_e322_s125580.safetensors,322,125580,31.646274,31.222655,2.988353,1.887314,3.374803,2.644762,0.00003750
ckpt_e323_s125970.safetensors,323,125970,31.820979,31.149782,2.992133,1.894811,3.365181,2.656570,0.00003725
ckpt_e324_s126360.safetensors,324,126360,30.593619,31.168281,2.987203,1.887680,3.371005,2.646268,0.00003700
ckpt_e325_s126750.safetensors,325,126750,32.469044,31.200083,2.997202,1.900073,3.367573,2.658563,0.00003675
ckpt_e326_s127140.safetensors,326,127140,32.205274,31.216270,2.992511,1.892051,3.372551,2.657436,0.00003649
ckpt_e327_s127530.safetensors,327,127530,31.225926,31.114769,2.989094,1.890838,3.362870,2.648312,0.00003624
ckpt_e328_s127920.safetensors,328,127920,31.828324,31.237793,3.004499,1.906414,3.367850,2.664944,0.00003599
ckpt_e329_s128310.safetensors,329,128310,29.041201,31.135557,2.992691,1.892512,3.363717,2.654168,0.00003574
ckpt_e330_s128700.safetensors,330,128700,30.617668,31.235685,3.011814,1.913684,3.361053,2.677361,0.00003549
ckpt_e331_s129090.safetensors,331,129090,27.824644,31.234462,2.996379,1.897701,3.369331,2.655483,0.00003525
ckpt_e332_s129480.safetensors,332,129480,28.854116,31.097065,2.998072,1.905779,3.353331,2.656453,0.00003500
ckpt_e333_s129870.safetensors,333,129870,29.667895,31.346460,3.030437,1.919682,3.358619,2.695309,0.00003475
ckpt_e334_s130260.safetensors,334,130260,28.627623,31.161770,2.999092,1.904212,3.361725,2.658789,0.00003451
ckpt_e335_s130650.safetensors,335,130650,27.988168,31.119806,2.985718,1.886218,3.367032,2.644502,0.00003426
ckpt_e336_s131040.safetensors,336,131040,28.366812,31.159364,2.996111,1.896509,3.363029,2.657246,0.00003402
ckpt_e337_s131430.safetensors,337,131430,32.711767,31.154363,3.002404,1.901080,3.357072,2.668558,0.00003377
ckpt_e338_s131820.safetensors,338,131820,31.142796,31.079667,2.985590,1.887756,3.362028,2.644019,0.00003353
ckpt_e339_s132210.safetensors,339,132210,33.682237,31.113493,2.991591,1.893001,3.362068,2.653649,0.00003329
ckpt_e340_s132600.safetensors,340,132600,31.135924,31.116118,3.002259,1.910459,3.354273,2.667149,0.00003305
ckpt_e341_s132990.safetensors,341,132990,30.990214,31.132224,2.997712,1.897397,3.360001,2.656657,0.00003281
ckpt_e342_s133380.safetensors,342,133380,30.641196,31.001884,2.983371,1.889079,3.356031,2.639821,0.00003257
ckpt_e343_s133770.safetensors,343,133770,31.035352,31.008375,2.991827,1.898863,3.351916,2.655830,0.00003233
ckpt_e344_s134160.safetensors,344,134160,32.697753,31.047688,2.984125,1.891897,3.360792,2.640896,0.00003209
ckpt_e345_s134550.safetensors,345,134550,32.184051,31.115930,2.991177,1.895114,3.362818,2.650753,0.00003186
ckpt_e346_s134940.safetensors,346,134940,31.815886,30.988720,2.992197,1.903908,3.347937,2.655461,0.00003162
ckpt_e347_s135330.safetensors,347,135330,32.773481,30.958931,2.976732,1.882484,3.356020,2.628079,0.00003139
ckpt_e348_s135720.safetensors,348,135720,30.638979,31.016691,2.986371,1.894248,3.354846,2.638965,0.00003115
ckpt_e349_s136110.safetensors,349,136110,31.672080,31.177890,3.030952,1.934361,3.343194,2.695201,0.00003092
ckpt_e350_s136500.safetensors,350,136500,31.080991,30.937622,2.976834,1.882353,3.354719,2.625565,0.00003069
ckpt_e351_s136890.safetensors,351,136890,31.137920,31.029708,2.989029,1.895813,3.353674,2.644125,0.00003046
ckpt_e352_s137280.safetensors,352,137280,31.642561,30.884919,2.975306,1.884049,3.348785,2.622109,0.00003022
ckpt_e353_s137670.safetensors,353,137670,30.718761,30.938018,2.991563,1.902934,3.343199,2.648479,0.00003000
ckpt_e354_s138060.safetensors,354,138060,28.968329,30.915679,2.982913,1.893288,3.346917,2.634934,0.00002977
ckpt_e355_s138450.safetensors,355,138450,26.681559,30.970085,3.002866,1.911625,3.340917,2.654976,0.00002954
ckpt_e356_s138840.safetensors,356,138840,27.557724,30.939073,2.985446,1.897747,3.345764,2.637425,0.00002931
ckpt_e357_s139230.safetensors,357,139230,29.316513,31.045754,2.990401,1.893194,3.355034,2.640311,0.00002909
ckpt_e358_s139620.safetensors,358,139620,29.167040,30.851026,2.975833,1.886209,3.344174,2.622964,0.00002886
ckpt_e359_s140010.safetensors,359,140010,28.951792,30.977328,2.981732,1.889791,3.354397,2.634420,0.00002864
ckpt_e360_s140400.safetensors,360,140400,28.801308,30.845295,2.975403,1.884294,3.344126,2.627912,0.00002842
ckpt_e361_s140790.safetensors,361,140790,33.330137,30.980641,2.993306,1.895684,3.346864,2.645709,0.00002819
ckpt_e362_s141180.safetensors,362,141180,32.134767,30.881171,2.977360,1.886610,3.347540,2.626662,0.00002797
ckpt_e363_s141570.safetensors,363,141570,31.969547,30.893065,2.981515,1.889859,3.345290,2.631734,0.00002775
ckpt_e364_s141960.safetensors,364,141960,29.878879,30.887049,2.977192,1.883963,3.347681,2.626170,0.00002753
ckpt_e365_s142350.safetensors,365,142350,29.625816,30.840907,2.981326,1.892119,3.340986,2.627930,0.00002732
ckpt_e366_s142740.safetensors,366,142740,30.620742,30.845081,2.998677,1.909941,3.330008,2.660747,0.00002710
ckpt_e367_s143130.safetensors,367,143130,32.883248,30.849261,2.985420,1.899162,3.338228,2.637520,0.00002688
ckpt_e368_s143520.safetensors,368,143520,31.052006,30.839087,2.973046,1.881371,3.344786,2.617714,0.00002667
ckpt_e369_s143910.safetensors,369,143910,32.280867,30.832655,2.980229,1.892570,3.340129,2.634824,0.00002646
ckpt_e370_s144300.safetensors,370,144300,32.003063,30.895897,2.989702,1.897804,3.338940,2.644578,0.00002624
ckpt_e371_s144690.safetensors,371,144690,33.148248,30.807981,2.972384,1.883383,3.342408,2.621998,0.00002603
ckpt_e372_s145080.safetensors,372,145080,30.417302,30.835817,2.982871,1.894557,3.338171,2.635662,0.00002582
ckpt_e373_s145470.safetensors,373,145470,32.880518,30.722337,2.980415,1.895575,3.326933,2.631276,0.00002561
ckpt_e374_s145860.safetensors,374,145860,35.239687,30.906526,2.999220,1.903909,3.335289,2.649595,0.00002540
ckpt_e375_s146250.safetensors,375,146250,29.129486,30.782065,2.975703,1.887421,3.337568,2.623068,0.00002520
ckpt_e376_s146640.safetensors,376,146640,32.049977,30.837944,2.977998,1.890929,3.341142,2.628584,0.00002499
ckpt_e377_s147030.safetensors,377,147030,29.819595,30.799834,2.976597,1.888016,3.336556,2.625628,0.00002479
ckpt_e378_s147420.safetensors,378,147420,26.561914,30.827780,2.974773,1.885810,3.341155,2.620525,0.00002458
ckpt_e379_s147810.safetensors,379,147810,29.669370,30.860808,2.981141,1.892725,3.340515,2.629872,0.00002438
ckpt_e380_s148200.safetensors,380,148200,27.818497,30.752937,2.971148,1.885561,3.336930,2.613967,0.00002418
ckpt_e381_s148590.safetensors,381,148590,28.004971,30.722510,2.968899,1.880235,3.335503,2.611481,0.00002398
ckpt_e382_s148980.safetensors,382,148980,28.690119,30.757061,2.976225,1.890640,3.334229,2.621924,0.00002378
ckpt_e383_s149370.safetensors,383,149370,26.542975,30.736770,2.971037,1.884341,3.334929,2.616059,0.00002358
ckpt_e384_s149760.safetensors,384,149760,25.785139,30.716365,2.981972,1.898009,3.327563,2.627760,0.00002339
ckpt_e385_s150150.safetensors,385,150150,33.849520,30.747433,2.979764,1.897269,3.330797,2.625586,0.00002319
ckpt_e386_s150540.safetensors,386,150540,31.185319,30.612729,2.971550,1.891041,3.322141,2.615052,0.00002300
ckpt_e387_s150930.safetensors,387,150930,30.922949,30.747888,2.986436,1.900976,3.327058,2.634432,0.00002280
ckpt_e388_s151320.safetensors,388,151320,27.399711,30.716717,2.987962,1.907796,3.321741,2.642652,0.00002261
ckpt_e389_s151710.safetensors,389,151710,29.280728,30.652521,2.977155,1.895680,3.323055,2.623586,0.00002242
ckpt_e390_s152100.safetensors,390,152100,27.129562,30.598455,2.968199,1.883899,3.322907,2.609422,0.00002223
ckpt_e390_s152490.safetensors,390,152490,31.420794,30.589413,2.964519,1.882090,3.323856,2.606615,0.00002204
ckpt_e391_s152880.safetensors,391,152880,30.961397,30.708270,2.979826,1.897129,3.326257,2.628263,0.00002186
ckpt_e392_s153270.safetensors,392,153270,31.135246,30.707084,2.972468,1.887462,3.330632,2.619464,0.00002167
ckpt_e393_s153660.safetensors,393,153660,31.175293,30.696570,2.980504,1.900456,3.323309,2.625108,0.00002148
ckpt_e394_s154050.safetensors,394,154050,31.003133,30.553935,2.966302,1.885057,3.320250,2.606396,0.00002130
ckpt_e395_s154440.safetensors,395,154440,31.115473,30.627718,2.970102,1.888933,3.324333,2.610236,0.00002112
ckpt_e396_s154830.safetensors,396,154830,31.089935,30.517968,2.961606,1.881724,3.316952,2.600916,0.00002094
ckpt_e397_s155220.safetensors,397,155220,31.435569,30.620995,2.974721,1.890387,3.321408,2.617632,0.00002076
ckpt_e398_s155610.safetensors,398,155610,31.674961,30.546412,2.964844,1.884623,3.319108,2.604441,0.00002058
ckpt_e399_s156000.safetensors,399,156000,31.045708,30.611600,2.966056,1.882950,3.325247,2.607995,0.00002040
ckpt_e400_s156390.safetensors,400,156390,31.376293,30.644461,2.967939,1.882873,3.326481,2.608149,0.00002023
ckpt_e401_s156780.safetensors,401,156780,28.120101,30.660007,2.969909,1.887486,3.328259,2.612441,0.00002005
ckpt_e402_s157170.safetensors,402,157170,28.588008,30.552541,2.965241,1.884809,3.320037,2.607369,0.00001988
ckpt_e403_s157560.safetensors,403,157560,28.312222,30.574903,2.965635,1.884971,3.320131,2.604805,0.00001971
ckpt_e404_s157950.safetensors,404,157950,27.865923,30.551611,2.964177,1.884403,3.318757,2.603331,0.00001954
ckpt_e405_s158340.safetensors,405,158340,28.252612,30.607589,2.962667,1.880845,3.326475,2.597736,0.00001937
ckpt_e406_s158730.safetensors,406,158730,28.221279,30.566700,2.968011,1.887182,3.318847,2.610754,0.00001920
ckpt_e407_s159120.safetensors,407,159120,27.911574,30.505672,2.964028,1.884713,3.314847,2.605249,0.00001904
ckpt_e408_s159510.safetensors,408,159510,27.801650,30.692959,2.974311,1.887173,3.328768,2.616919,0.00001887
ckpt_e409_s159900.safetensors,409,159900,31.277853,30.581839,2.971231,1.886410,3.318854,2.612773,0.00001871
ckpt_e410_s160290.safetensors,410,160290,31.271940,30.543162,2.973322,1.894676,3.314142,2.616745,0.00001855
ckpt_e411_s160680.safetensors,411,160680,31.228042,30.597781,2.982947,1.903008,3.309983,2.630732,0.00001839
ckpt_e412_s161070.safetensors,412,161070,30.695322,30.598000,2.985907,1.909266,3.310012,2.638541,0.00001823
ckpt_e413_s161460.safetensors,413,161460,30.734397,30.575846,2.968364,1.885768,3.319705,2.610187,0.00001807
ckpt_e414_s161850.safetensors,414,161850,31.290518,30.458188,2.963002,1.885526,3.309880,2.599485,0.00001791
ckpt_e415_s162240.safetensors,415,162240,30.761733,30.542093,2.966204,1.884313,3.317957,2.603465,0.00001776
ckpt_e416_s162630.safetensors,416,162630,30.771405,30.516785,2.967811,1.889367,3.313422,2.608827,0.00001760
ckpt_e417_s163020.safetensors,417,163020,30.750889,30.432713,2.957680,1.877387,3.311211,2.592602,0.00001745
ckpt_e418_s163410.safetensors,418,163410,30.993991,30.561917,2.965789,1.881125,3.322248,2.605089,0.00001730
ckpt_e419_s163800.safetensors,419,163800,31.021444,30.481897,2.964282,1.882076,3.312303,2.601779,0.00001715
ckpt_e420_s164190.safetensors,420,164190,30.896851,30.434626,2.959912,1.880307,3.309276,2.595176,0.00001700
ckpt_e421_s164580.safetensors,421,164580,31.306196,30.530758,2.964431,1.885591,3.319983,2.607154,0.00001685
ckpt_e422_s164970.safetensors,422,164970,31.648268,30.464722,2.964602,1.885766,3.310423,2.599473,0.00001671
ckpt_e423_s165360.safetensors,423,165360,30.984610,30.444198,2.964296,1.887249,3.307051,2.604172,0.00001656
ckpt_e424_s165750.safetensors,424,165750,31.028826,30.440886,2.958185,1.880863,3.311435,2.594423,0.00001642
ckpt_e425_s166140.safetensors,425,166140,28.021788,30.412197,2.958231,1.880819,3.308085,2.597075,0.00001628
ckpt_e426_s166530.safetensors,426,166530,28.605895,30.561897,2.969916,1.887688,3.318790,2.609866,0.00001614
ckpt_e427_s166920.safetensors,427,166920,28.047211,30.487063,2.968454,1.890504,3.311383,2.608847,0.00001600
ckpt_e428_s167310.safetensors,428,167310,27.582465,30.473845,2.967130,1.890223,3.309119,2.605151,0.00001587
ckpt_e429_s167700.safetensors,429,167700,28.128635,30.506714,2.967544,1.890689,3.312626,2.606856,0.00001573
ckpt_e430_s168090.safetensors,430,168090,28.018396,30.447126,2.957752,1.879529,3.312479,2.589456,0.00001560
ckpt_e431_s168480.safetensors,431,168480,27.903173,30.316746,2.955168,1.883399,3.299425,2.588398,0.00001546
ckpt_e432_s168870.safetensors,432,168870,27.583771,30.398511,2.962111,1.885434,3.304554,2.592873,0.00001533
ckpt_e433_s169260.safetensors,433,169260,31.149980,30.377540,2.967752,1.894635,3.298873,2.604028,0.00001520
ckpt_e434_s169650.safetensors,434,169650,30.897932,30.449169,2.966775,1.890796,3.305298,2.601866,0.00001508
ckpt_e435_s170040.safetensors,435,170040,31.000220,30.362367,2.955781,1.882093,3.304219,2.587428,0.00001495
ckpt_e436_s170430.safetensors,436,170430,30.467517,30.583968,2.992487,1.907770,3.303402,2.632696,0.00001482
ckpt_e437_s170820.safetensors,437,170820,30.320148,30.356878,2.955655,1.880732,3.304924,2.587688,0.00001470
ckpt_e438_s171210.safetensors,438,171210,31.200678,30.484218,2.961408,1.883527,3.315251,2.597404,0.00001458
ckpt_e439_s171600.safetensors,439,171600,30.851366,30.453909,2.959884,1.880203,3.311296,2.595623,0.00001446
ckpt_e440_s171990.safetensors,440,171990,30.794126,30.384492,2.957935,1.882267,3.305143,2.591232,0.00001434
ckpt_e441_s172380.safetensors,441,172380,30.821444,30.366427,2.960808,1.886370,3.302092,2.596796,0.00001422
ckpt_e442_s172770.safetensors,442,172770,30.318649,30.304408,2.962285,1.890944,3.293128,2.599153,0.00001411
ckpt_e443_s173160.safetensors,443,173160,31.107095,30.333181,2.957077,1.882314,3.300468,2.588215,0.00001399
ckpt_e444_s173550.safetensors,444,173550,30.719246,30.370669,2.955465,1.878735,3.305668,2.588897,0.00001388
ckpt_e445_s173940.safetensors,445,173940,31.246731,30.357898,2.954735,1.878140,3.304055,2.585274,0.00001377
ckpt_e446_s174330.safetensors,446,174330,31.212710,30.367646,2.957522,1.881735,3.304646,2.588689,0.00001366
ckpt_e447_s174720.safetensors,447,174720,30.514119,30.270952,2.950268,1.879181,3.298815,2.580440,0.00001355
ckpt_e448_s175110.safetensors,448,175110,31.237225,30.293537,2.952408,1.881129,3.299056,2.583379,0.00001344
ckpt_e449_s175500.safetensors,449,175500,27.886654,30.246272,2.951920,1.879026,3.294518,2.583269,0.00001334
ckpt_e450_s175890.safetensors,450,175890,28.251072,30.371239,2.957419,1.882130,3.304489,2.590772,0.00001324
ckpt_e451_s176280.safetensors,451,176280,27.813373,30.378509,2.955429,1.880114,3.305736,2.588227,0.00001313
ckpt_e452_s176670.safetensors,452,176670,27.692920,30.304962,2.952656,1.879123,3.300954,2.585195,0.00001303
ckpt_e453_s177060.safetensors,453,177060,28.239316,30.269000,2.951634,1.880394,3.297210,2.581805,0.00001294
ckpt_e454_s177450.safetensors,454,177450,27.738675,30.282021,2.952395,1.880358,3.297131,2.581035,0.00001284
ckpt_e455_s177840.safetensors,455,177840,27.895389,30.263832,2.952375,1.877735,3.295325,2.579591,0.00001274
ckpt_e456_s178230.safetensors,456,178230,27.537720,30.296288,2.951028,1.877249,3.300468,2.576631,0.00001265
ckpt_e457_s178620.safetensors,457,178620,30.832509,30.342633,2.961918,1.889467,3.297897,2.592679,0.00001256
ckpt_e458_s179010.safetensors,458,179010,30.851233,30.250108,2.954775,1.884302,3.292999,2.583874,0.00001247
ckpt_e459_s179400.safetensors,459,179400,31.047572,30.225457,2.960705,1.892197,3.285506,2.596359,0.00001238
ckpt_e460_s179790.safetensors,460,179790,30.376286,30.179796,2.948746,1.880415,3.288790,2.577360,0.00001229
ckpt_e461_s180180.safetensors,461,180180,30.585790,30.358897,2.963222,1.888729,3.298121,2.597345,0.00001220
ckpt_e462_s180570.safetensors,462,180570,31.063246,30.205359,2.950582,1.881085,3.290810,2.580929,0.00001212
ckpt_e463_s180960.safetensors,463,180960,30.432625,30.256996,2.952584,1.882943,3.293992,2.580487,0.00001204
ckpt_e464_s181350.safetensors,464,181350,30.802019,30.222260,2.950456,1.881131,3.292410,2.579748,0.00001195
ckpt_e465_s181740.safetensors,465,181740,30.526034,30.202367,2.950153,1.877518,3.291293,2.578848,0.00001188
ckpt_e466_s182130.safetensors,466,182130,30.787829,30.282762,2.953096,1.880471,3.297144,2.583229,0.00001180
ckpt_e467_s182520.safetensors,467,182520,30.803078,30.281695,2.954401,1.882857,3.296327,2.583805,0.00001172
ckpt_e468_s182910.safetensors,468,182910,30.926589,30.414729,2.962963,1.886556,3.310128,2.599714,0.00001165
ckpt_e469_s183300.safetensors,469,183300,30.849325,30.184671,2.950034,1.879337,3.288153,2.577009,0.00001157
ckpt_e470_s183690.safetensors,470,183690,31.256670,30.223240,2.951595,1.880339,3.292147,2.581642,0.00001150
ckpt_e471_s184080.safetensors,471,184080,30.369609,30.155974,2.950740,1.881089,3.284677,2.576753,0.00001143
ckpt_e472_s184470.safetensors,472,184470,30.957662,30.265293,2.966446,1.896616,3.286132,2.601876,0.00001136
ckpt_e473_s184860.safetensors,473,184860,27.493283,30.302196,2.954176,1.879465,3.298874,2.582448,0.00001130
ckpt_e474_s185250.safetensors,474,185250,28.037794,30.325829,2.962338,1.888405,3.295631,2.598055,0.00001123
ckpt_e475_s185640.safetensors,475,185640,28.095444,30.232096,2.951259,1.880334,3.292173,2.578568,0.00001117
ckpt_e476_s186030.safetensors,476,186030,27.882580,30.191424,2.949419,1.880553,3.288902,2.575423,0.00001111
